City,Description,Temperature (F),Feels Like (F),Minimum Temp (F),Maximum Temp (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Mumbai,mist,82.38200000000002,93.97400000000002,82.292,82.38200000000002,1007,94,2.06,2023-09-22 18:16:13,2023-09-22 06:27:22,2023-09-22 18:35:49
