City,Description,Temperature (F),Feels Like (F),Minimum Temp (F),Maximum Temp (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Mumbai,broken clouds,84.18200000000002,96.09800000000003,82.292,84.18200000000002,1009,84,5.14,2023-09-23 13:10:22,2023-09-23 06:27:33,2023-09-23 18:34:55
